25,25,26,7,31,22,31,31,25,31,31,31
-1,-1,-1,-1,4,-1,4,-1,-1,-1,-1,-1
-1,-1,-1,-1,4,-1,4,-1,-1,-1,-1,-1
-1,-1,-1,-1,4,-1,4,-1,-1,-1,-1,-1
-1,-1,-1,-1,4,-1,4,-1,-1,-1,-1,-1
-1,-1,-1,-1,4,-1,4,-1,-1,-1,-1,-1
-1,-1,-1,-1,4,-1,4,-1,-1,-1,-1,-1
-1,-1,-1,-1,4,4,4,4,4,4,4,4
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32
-1,-1,-1,-1,4,4,4,4,-1,-1,4,4
-1,-1,-1,-1,4,-1,4,4,-1,-1,4,-1
-1,-1,-1,-1,4,-1,4,4,-1,-1,4,-1
-1,-1,-1,-1,4,-1,4,4,-1,-1,4,-1
-1,-1,-1,-1,4,-1,4,4,4,4,4,-1
-1,-1,-1,4,4,-1,4,4,4,4,4,-1
-1,-1,-1,-1,4,-1,4,4,-1,-1,-1,-1
-1,-1,-1,-1,4,-1,4,4,-1,-1,-1,-1
