25,25,26,7,31,22,31,31,25,31,31,31
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
-1,-1,16,21,16,21,18,18,-1,-1,8,-1
-1,-1,-1,-1,-1,-1,-1,21,-1,-1,9,-1
-1,-1,-1,-1,-1,-1,-1,8,-1,-1,8,-1
-1,-1,-1,-1,18,21,21,9,-1,-1,9,-1
-1,-1,-1,-1,21,-1,-1,-1,-1,-1,16,-1
-1,-1,-1,-1,16,-1,-1,-1,-1,-1,8,-1
-1,-1,-1,-1,8,-1,-1,16,18,18,9,-1
-1,-1,-1,-1,9,-1,-1,8,-1,-1,-1,-1
-1,-1,-1,-1,16,-1,-1,9,-1,-1,-1,-1
-1,-1,-1,-1,18,18,18,16,-1,-1,-1,-1
